udi,machine_failure,twf,hdf,pwf,osf,rnf
3383,0,0,0,0,0,0
2828,0,0,0,0,0,0
4381,0,0,0,0,0,0
8219,0,0,0,0,0,0
6435,0,0,0,0,0,0
8521,0,0,0,0,0,0
4568,0,0,0,0,0,0
4462,0,0,0,0,0,0
6894,0,0,0,0,0,0
5612,0,0,0,0,0,0
2913,0,0,0,0,0,0
4661,0,0,0,0,0,0
2299,0,0,0,0,0,0
2636,0,0,0,0,0,0
5348,0,0,0,0,0,0
5219,0,0,0,0,0,0
6345,0,0,0,0,0,0
5653,0,0,0,0,0,0
3800,0,0,0,0,0,0
917,0,0,0,0,0,0
8239,0,0,0,0,0,0
436,0,0,0,0,0,0
5319,0,0,0,0,0,0
7532,0,0,0,0,0,0
3568,0,0,0,0,0,0
2934,0,0,0,0,0,0
5908,0,0,0,0,0,0
5500,0,0,0,0,0,0
8581,0,0,0,0,0,0
5887,0,0,0,0,0,0
1183,0,0,0,0,0,0
2295,0,0,0,0,0,0
6408,0,0,0,0,0,0
1284,0,0,0,0,0,0
6660,0,0,0,0,0,0
6328,0,0,0,0,0,0
7158,0,0,0,0,0,0
206,0,0,0,0,0,0
6586,0,0,0,0,0,0
8843,0,0,0,0,0,0
2815,0,0,0,0,0,0
361,0,0,0,0,0,0
5654,0,0,0,0,0,0
2072,0,0,0,0,0,0
8260,0,0,0,0,0,0
4628,0,0,0,0,0,0
1302,0,0,0,0,0,0
2324,0,0,0,0,0,0
5164,0,0,0,0,0,0
4650,0,0,0,0,0,0
8672,0,0,0,0,0,0
1639,0,0,0,0,0,0
6344,0,0,0,0,0,0
7138,0,0,0,0,0,0
8562,0,0,0,0,0,0
1075,0,0,0,0,0,0
248,0,0,0,0,0,0
8823,0,0,0,0,0,0
