document_id,record_type,doc_type,recorded_borough,document_date,document_amt,recorded_datetime
2025122300470005,A,MTGE,1,2025-12-16,73220634,2025-12-30
2025010800879001,A,DEED,1,2025-01-08,73000000,2025-01-16
2024122600827010,A,MTGE,1,2024-12-19,72957505,2024-12-31
2025122400520013,A,MTGE,1,2025-12-11,72794062,2026-01-08
2024032100475004,A,MTGE,1,2024-03-07,72661061,2024-03-22
2025122600501012,A,MTGE,1,2025-12-19,72657000,2025-12-29
2025072900958005,A,DEED,1,2025-07-24,72600000,2025-08-04
2024013000360001,A,DEED,1,2024-01-23,72500000,2024-01-30
2024111800129002,A,MTGE,1,2024-11-08,72400000,2024-11-20
2024081900135004,A,DEED,1,2024-08-08,72180000,2024-08-19
2025120800540003,A,MTGE,1,2025-12-05,72020903.72,2025-12-10
2025112401205003,A,MTGE,1,2025-11-14,72000000,2025-12-01
2025080600262001,A,DEED,1,2025-07-30,72000000,2025-08-12
2026012300850005,A,DEED,1,2026-01-22,71749825,2026-01-26
2025071600502005,A,MTGE,1,2025-07-15,71200000,2025-07-24
2025071600688005,A,MTGE,1,2025-07-15,71200000,2025-07-18
2025071600533005,A,MTGE,1,2025-07-15,71200000,2025-07-23
2025071600694005,A,MTGE,1,2025-07-15,71200000,2025-07-22
2024042500185008,A,MTGE,1,2024-04-19,71126990,2024-05-07
2024032500838005,A,MTGE,1,2024-03-12,71109793.83,2024-03-29
2025052700148002,A,MTGE,1,2025-05-23,71010778,2025-05-28
2026010600142001,A,DEED,1,2025-12-26,71000000,2026-01-08
2025062900041004,A,MTGE,1,2025-06-24,70799745,2025-07-15
2024102900342003,A,MTGE,1,2024-10-17,70363737,2024-11-15
2025042900677005,A,MTGE,1,2025-04-24,70293747,2025-05-06
2025062500099007,A,MTGE,1,2025-06-20,70193533,2025-06-27
2025122301165001,A,DEED,1,2025-12-12,70000000,2025-12-26
2025110600533001,A,MTGE,1,2025-10-23,70000000,2025-11-12
2025100600781016,A,DEED,1,2025-10-06,70000000,2025-10-22
2025072400426007,A,MTGE,1,2025-07-25,70000000,2025-08-19
2025050100092001,A,MTGE,1,2025-04-28,70000000,2025-05-01
2024120300464001,A,DEED,1,2024-11-25,70000000,2024-12-13
2024101500915003,A,MTGE,1,2024-10-11,70000000,2024-10-16
2024072300047006,A,MTGE,1,2024-07-05,70000000,2024-07-31
2025070300730008,A,MTGE,1,2025-06-25,69691984.5,2025-07-15
2025070300730012,A,MTGE,1,2025-06-25,69645871,2025-07-15
2025010200692005,A,MTGE,1,2024-12-17,69405546,2025-01-06
2024082200562001,A,DEED,1,2024-08-15,69200000,2024-08-22
2025102900286009,A,MTGE,1,2025-10-28,69196009,2025-11-12
2025052200452001,A,DEED,1,2025-05-20,69023600,2025-06-02
2026012700462002,A,MTGE,1,2026-01-15,69000000,2026-01-28
2025012401000004,A,DEED,1,2025-01-21,68795174.16,2025-02-03
2025091500345003,A,MTGE,1,2025-09-09,68637224.45,2025-09-19
2025031800959001,A,DEED,1,2025-03-14,68500000,2025-03-19
2025080700686001,A,MTGE,1,2025-08-06,68489300,2025-08-20
2025080700686001,A,MTGE,1,2025-08-06,68489300,2025-08-20
2025123001332005,A,MTGE,1,2025-12-18,68185981,2026-01-02
2026010601167006,A,MTGE,1,2025-12-18,68172055,2026-01-09
2025020500816004,A,MTGE,1,2025-01-22,68096395.11,2025-02-11
2025101000418006,A,MTGE,1,2025-09-30,68076888,2025-10-16
2024082300281002,A,MTGE,1,2024-08-19,68056934,2024-09-11
2024100100034002,A,DEED,1,2024-09-25,68000000,2024-10-03
2024052200688001,A,DEED,1,2024-05-21,68000000,2024-05-24
2024042600745009,A,MTGE,1,2024-04-18,67984211,2024-05-02
2024060200005008,A,MTGE,1,2024-05-24,67798450,2024-06-07
2025041100218003,A,MTGE,1,2025-04-01,67500000,2025-04-16
2025010800905002,A,DEED,1,2025-01-08,67223959.9,2025-01-09
2024053000968001,A,DEED,1,2024-05-29,66500000,2024-06-04
2025072400640006,A,DEED,1,2025-07-21,66260000,2025-08-04
2025102000272001,A,DEED,1,2025-10-10,66244841.66,2025-10-27
2025013000246010,A,MTGE,1,2025-01-10,66237116.52,2025-02-05
2024110100242004,A,DEED,1,2024-10-28,66208968,2024-11-15
2024070200987006,A,MTGE,1,2024-06-27,66201447,2024-07-08
2025082900395001,A,DEED,1,2025-08-26,66000000,2025-09-09
2025010700684001,A,DEED,1,2024-12-30,66000000,2025-01-08
2024032800799013,A,MTGE,1,2024-03-27,65998970.29,2024-04-08
2025070200210059,A,MTGE,1,2025-06-24,65829894,2025-07-10
2024112000291001,A,DEED,1,2024-11-14,65500000,2024-11-25
2025071600312002,A,MTGE,1,2025-07-09,65152272.75,2025-07-21
2024120300720002,A,MTGE,3,2024-12-02,65100000,2025-01-02
2025070100523004,A,MTGE,1,2025-06-24,65000000,2025-07-08
2025013100599004,A,MTGE,1,2025-01-15,65000000,2025-02-07
2024082800505014,A,DEED,1,2024-08-16,65000000,2024-08-30
2024061000288001,A,DEED,1,2024-06-05,65000000,2024-06-14
2025100600813003,A,MTGE,1,2025-09-22,64893806,2025-10-28
2024071000879050,A,MTGE,1,2024-06-26,64890000,2024-08-02
2024071000879049,A,MTGE,1,2024-06-26,64890000,2024-08-02
2026020400227001,A,MTGE,1,2026-01-29,64886930,2026-02-10
2025122400538001,A,MTGE,1,2025-12-19,64839173,2026-01-05
2024112700196003,A,MTGE,1,2024-11-25,64743000,2024-12-02
2024091100093009,A,MTGE,1,2024-09-06,64725000,2024-09-12
2026030200366006,A,MTGE,1,2026-02-01,64528286,2026-03-04
2025102000502003,A,MTGE,1,2025-10-16,64511000,2025-10-27
2024073000939001,A,DEED,1,2024-07-16,64500000,2024-08-01
2025123000888031,A,MTGE,1,2025-12-23,64499996,2026-01-09
2025031800634006,A,MTGE,1,2025-03-06,64391452,2025-03-19
2025010200840013,A,MTGE,1,2024-12-19,64340000,2025-01-09
2025050900199005,A,MTGE,1,2025-05-02,64278695,2025-05-12
2025120600063001,A,DEED,1,2025-11-18,64250000,2025-12-09
2026032000204003,A,MTGE,1,2026-03-13,64087796.84,2026-03-25
2025091800148013,A,MTGE,1,2025-09-01,64026134,2025-09-19
